id	item_group_id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	availability	shipping_weight	brand	mpn	condition	product_type	google_product_category	identifier_exists	is_bundle	shipping	upc	gtin	sku
951173010	 	Get A Lift Age-Defying Moisturizer	Tighten Up Want firmer-looking skin? Leave the heavy lifting to us. Get A Lift targets the look of lines, wrinkles and sagging skin with a triple-action, nature-based formula that firms, smoothes and tightens. In a six-week clinical study, 99 percent of users reported firmer results!	https://www.purcosmetics.com/get-a-lift?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/g/e/get-a-lift-cap-off-to-side.jpg	https://www.purcosmetics.com/media/catalog/product/g/e/get-a-lift-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/g/e/get-a-lift-swatch.jpg	39.00 USD	 	 	out of stock	0.49 lb	Pur Cosmetics	951173010	new	Pur Category > Skincare > Moisturizers,Pur Category > Skincare > Vegan,Pur Category > Makeup > Shop All	 	 	FALSE	 	847137007072	847137007072	951173010
951175110	 	Get Bright Spot Brightening Serum	Brighten On The Spot Help your skin see the light with Get Bright Spot Brightening Serum. This highly concentrated solution corrects the look of dark spots, blotchy skin and uneven tone with proven, powerhouse brighteners and has been shown to reduce the look of dark spots by as much as 73 percent. In a six-week clinical study, 87 percent of Get Bright users saw a visibly brighter appearance.	https://www.purcosmetics.com/get-bright?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/g/e/get-bright-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/g/e/get-bright-swatch.jpg	34.00 USD	14.00 USD	2017-03-14T00:00:00-04:00/2020-03-05T23:59:59-05:00	out of stock	0.29 lb	Pur Cosmetics	951175110	new	Pur Category > Skincare > Serums,Pur Category > Makeup > Shop All,Pur Category > Skincare > Shop All	 	 	FALSE	 	847137014834	847137014834	951175110
951339040	 	Lava Rocks Illuminating Blush	Hot Dimension Give eyes, cheeks and lips a healthy dose of multi-depth color with Lava Rocks! Using the same patented, three-dimensional design that made PUR Rocks a beauty star, Lava Rocks contours cheeks, colors eyes and lavishes lips in rich mineral hues of garnet and red clay. Paraben-free.	https://www.purcosmetics.com/lava-rocks?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/a/lava-rocks-1000x1000.jpg	 	23.50 USD	10.00 USD	2017-05-23T00:00:00-04:00/2020-03-05T23:59:59-05:00	out of stock	0.07 lb	Pur Cosmetics	951339040	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Cheeks,Pur Category > Sale	 	 	FALSE	 	878147008360	878147008360	951339040
851666010	 	Covered Lip Makeup Brush	Using the Covered Lip Makeup Brush makes application of lip colour a snap! This lipstick brush can double as a lip gloss brush and is the perfect choice to apply your favorite lip shades to the contours of your pout with precision. With a metal cap, you can pop it in your bag and take it with you for touchups.	https://www.purcosmetics.com/lip-brush?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/c/o/covered-lip-makeup-brush-1000x1000.jpg	 	15.00 USD	5.00 USD	2017-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.01 lb	Pur Cosmetics	851666010	new	Pur Category > Makeup > Brushes & Tools,Pur Category > Sale	 	 	FALSE	 	847137022990	847137022990	851666010
11284	 	Lip Gloss Stick	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with the application ease of a jumbo pencil.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-spiked-punch-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-coralline-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-honey-pie-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-daredevil-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-berry-pretty-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-game-day-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-rum-raisin-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-beach-bum-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-spiked-punch-cap-on.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	11284	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	 	 	11284
951450030	11284	Lip Gloss Stick in Beach Bum	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with application ease of a jumbo pencil. Bursting with rich emollients and vitamin E, these buttery smooth natural lip gloss sticks condition lips as they colour. It's the best lip gloss available. Now that's something to smile about.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-beach-bum-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-beach-bum-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-beach-bum-swatch.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	951450030	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	847137001711	847137001711	951450030
951450040	11284	Lip Gloss Stick in Berry Pretty	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with application ease of a jumbo pencil. Bursting with rich emollients and vitamin E, these buttery smooth natural lip gloss sticks condition lips as they colour. It's the best lip gloss available. Now that's something to smile about.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-berry-pretty-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-berry-pretty-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-berry-pretty-swatch.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	951450040	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	847137001681	847137001681	951450040
951450050	11284	Lip Gloss Stick in Coralline	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with application ease of a jumbo pencil. Bursting with rich emollients and vitamin E, these buttery smooth natural lip gloss sticks condition lips as they colour. It's the best lip gloss available. Now that's something to smile about.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-coralline-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-coralline-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-coralline-swatch.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	951450050	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	847137006242	847137006242	951450050
951450060	11284	Lip Gloss Stick in Game Day	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with application ease of a jumbo pencil. Bursting with rich emollients and vitamin E, these buttery smooth natural lip gloss sticks condition lips as they colour. It's the best lip gloss available. Now that's something to smile about.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-game-day-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-game-day-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-game-day-swatch.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	951450060	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	847137006259	847137006259	951450060
951450070	11284	Lip Gloss Stick in Daredevil	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with application ease of a jumbo pencil. Bursting with rich emollients and vitamin E, these buttery smooth natural lip gloss sticks condition lips as they colour. It's the best lip gloss available. Now that's something to smile about.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-daredevil-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-daredevil-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-daredevil-swatch.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	951450070	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	847137006266	847137006266	951450070
951450080	11284	Lip Gloss Stick in Spiked Punch	High-Shine In A Jumbo Pencil Is it a gloss, is it a pencil, or is it something better? PÜR's megawatt Lip Gloss Sticks give you the jaw-dropping bold lip look you expect from a gloss with application ease of a jumbo pencil. Bursting with rich emollients and vitamin E, these buttery smooth natural lip gloss sticks condition lips as they colour. It's the best lip gloss available. Now that's something to smile about.	https://www.purcosmetics.com/lip-gloss-stick?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-spiked-punch-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-spiked-punch-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-spiked-punch-swatch.jpg	18.00 USD	6.00 USD	2017-11-30T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.04 lb	Pur Cosmetics	951450080	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	847137006273	847137006273	951450080
11348	 	Lip Lure Hydrating Lip Lacquer	Bold Liquid Lips Let your lips speak for you with beautifully bold color and brilliant shine! PÜR’s richly pigmented lip lacquers saturate your lips in true colour and pout-perfecting hydration. Using a unique, flocked showerhead applicator, this creamy, full-coverage liquid formula creates a showstopping look in just one stroke!	https://www.purcosmetics.com/lip-lure?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-fiery-cap-off.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-graceful-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-fancy-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-mystic-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-belle-cap-off.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-graceful-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-fancy-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-belle-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-mystic-cap-on.jpg	22.00 USD	10.00 USD	2017-06-02T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	 	Pur Cosmetics	11348	new	Pur Category > Makeup > Shop All,Pur Category > Makeup > Lips,Pur Category > Sale	 	 	FALSE	 	 	 	11348
951676020	 	Liquid Chisel Brush	A Cream or Liquid Partner The magic behind the PÜR Cosmetics look. Achieve complexion perfection every time you apply your liquid foundation. Designed specifically for PÜR's liquid foundations, this full-headed brush uses a unique blend of synthetic and natural fibers to deliver a flawless, airbrushed finish with ease. Ideal for applying and layering liquid makeup, the Liquid Chisel Brush can also be used for powder application.	https://www.purcosmetics.com/liquid-chisel-brush?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/liquidchiselbrush_lr.jpg	 	23.00 USD	18.00 USD	2018-11-09T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.08 lb	Pur Cosmetics	951676020	new	Pur Category > Makeup > Brushes & Tools,Pur Category > Makeup > Shop All,Pur Category > Makeup	 	 	FALSE	 	847137017866	847137017866	951676020
11412	 	Liquid Veil Airbrush Foundation	Getting that gorgeous, airbrushed look has never been easier! Liquid Veil 4-in-1 Spray Foundation delivers ultra-light, skin-perfecting coverage in a one-of-a-kind formula that's years in the making. This non-butane, spray-on foundation, hydrator and skin-perfecting veil features two age-defying super-ingredients: Liquid Crystals, which retain moisture and reflect light for a dewy soft finish, and PÜR’s proprietary Ceretin Complex for a satiny smooth, close-up worthy complexion you'll adore!	https://www.purcosmetics.com/liquid-veil?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-light-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-dark-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-tan-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-medium-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-tan-cap-off-to-side.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-dark-cap-off-to-side.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-medium-cap-off-to-side.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-light-cap-off-to-side.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-medium-swatch.jpg,https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-light-swatch.jpg	39.00 USD	31.00 USD	 	in stock	0.21 lb	Pur Cosmetics	11412	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Face,Pur Category > Makeup > Shop All	 	 	FALSE	 	 	 	11412
951242010	11412	Liquid Veil Airbrush Foundation in Light	Getting that gorgeous, airbrushed look has never been easier! Liquid Veil 4-in-1 Spray Foundation delivers ultra-light, skin-perfecting coverage in a one-of-a-kind formula that's years in the making. This non-butane spray-on foundation, hydrator and skin-perfecting veil features two age-defying super-ingredients: Liquid Crystals, which retain moisture and reflect light for a dewy soft finish, and Pur's proprietary Ceretin Complex for a satiny smooth, close-up worthy complexion you'll adore!	https://www.purcosmetics.com/liquid-veil?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-light-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-light-swatch.jpg	39.00 USD	31.00 USD	 	out of stock	0.21 lb	Pur Cosmetics	951242010	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Face,Pur Category > Makeup > Shop All	 	 	FALSE	 	847137014070	847137014070	951242010
951242020	11412	Liquid Veil Airbrush Foundation in Medium	Getting that gorgeous, airbrushed look has never been easier! Liquid Veil 4-in-1 Spray Foundation delivers ultra-light, skin-perfecting coverage in a one-of-a-kind formula that's years in the making. This non-butane spray-on foundation, hydrator and skin-perfecting veil features two age-defying super-ingredients: Liquid Crystals, which retain moisture and reflect light for a dewy soft finish, and Pur's proprietary Ceretin Complex for a satiny smooth, close-up worthy complexion you'll adore!	https://www.purcosmetics.com/liquid-veil?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-medium-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-medium-swatch.jpg	39.00 USD	31.00 USD	 	out of stock	0.21 lb	Pur Cosmetics	951242020	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Face,Pur Category > Makeup > Shop All	 	 	FALSE	 	847137014087	847137014087	951242020
951242030	11412	Liquid Veil Airbrush Foundation in Tan	Getting that gorgeous, airbrushed look has never been easier! Liquid Veil 4-in-1 Spray Foundation delivers ultra-light, skin-perfecting coverage in a one-of-a-kind formula that's years in the making. This non-butane spray-on foundation, hydrator and skin-perfecting veil features two age-defying super-ingredients: Liquid Crystals, which retain moisture and reflect light for a dewy soft finish, and Pur's proprietary Ceretin Complex for a satiny smooth, close-up worthy complexion you'll adore!	https://www.purcosmetics.com/liquid-veil?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-tan-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-tan-swatch.jpg	39.00 USD	31.00 USD	 	in stock	0.21 lb	Pur Cosmetics	951242030	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Face,Pur Category > Makeup > Shop All	 	 	FALSE	 	847137014094	847137014094	951242030
951242040	11412	Liquid Veil Airbrush Foundation in Dark	Getting that gorgeous, airbrushed look has never been easier! Liquid Veil 4-in-1 Spray Foundation delivers ultra-light, skin-perfecting coverage in a one-of-a-kind formula that's years in the making. This non-butane spray-on foundation, hydrator and skin-perfecting veil features two age-defying super-ingredients: Liquid Crystals, which retain moisture and reflect light for a dewy soft finish, and Pur's proprietary Ceretin Complex for a satiny smooth, close-up worthy complexion you'll adore!	https://www.purcosmetics.com/liquid-veil?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-dark-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-dark-swatch.jpg	39.00 USD	31.00 USD	 	in stock	0.21 lb	Pur Cosmetics	951242040	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Face,Pur Category > Makeup > Shop All	 	 	FALSE	 	847137014100	847137014100	951242040
951111120	 	M.M.C. Moisturizer	Goodnight Dryness Put lines and wrinkles to bed for good with the ultimate anti-aging moisturizer and night cream. Mineral Moisture Complex (now called MMC) works while you sleep to reverse the visible signs of aging, environmental stress and free radical damage. This moisture-rich cream and anti-aging, hydrating moisturizer is clinically proven to reduce the appearance of wrinkles by 30% in 14 days and is proven to improve the appearance of skin tone and texture in as little as 10 days.	https://www.purcosmetics.com/m-m-c?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/m/./m.m.c.-cap-off-to-side.jpg	https://www.purcosmetics.com/media/catalog/product/m/./m.m.c.-cap-on.jpg,https://www.purcosmetics.com/media/catalog/product/m/./m.m.c.-swatch.jpg	38.00 USD	 	 	in stock	0.50 lb	Pur Cosmetics	951111120	new	Pur Category > Makeup > Best Sellers,Pur Category > Skincare > Best Sellers,Pur Category > Skincare > Moisturizers	 	 	FALSE	 	847137008260	847137008260	951111120
951360010	 	Marble Powder Spice	Bronze, Brighten and Define The rich, earthy pigments of Universal Marble Powder in Spice add an all-over definition to the face by enhancing eyes, lips and cheeks while nourishing skin with shea butter and vitamin E. The mosaic blend of copper, cinnamon and pearl is ideal for women of colour.	https://www.purcosmetics.com/marble-powder-spice?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/m/a/marble-powder-spice-open.jpg	https://www.purcosmetics.com/media/catalog/product/m/a/marble-powder-spice-closed.jpg,https://www.purcosmetics.com/media/catalog/product/m/a/marble-powder-spice-swatch.jpg	23.50 USD	17.00 USD	2018-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951360010	new	Pur Category > Makeup > Cheeks > Blush,Pur Category > Makeup > Cheeks,Pur Category > Makeup > Shop All	 	 	FALSE	 	878147004782	878147004782	951360010
951101110	 	Melt Away Makeup Emulsifier	Makeup Be Gone Melt away makeup and nourish the skin with this gentle yet highly effective makeup remover for all skin types. Over a dozen natural oils and extracts combine to dissolve all traces of makeup including stubborn waterproof and long-wear makeup! Melt Away breaks down dirt, pigment and excess oils to keep skin looking clean, clear and radiantly shine-free!	https://www.purcosmetics.com/melt-away?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/m/e/melt-away-cap-on.jpg	https://www.purcosmetics.com/media/catalog/product/m/e/melt-away-swatch.jpg	23.00 USD	 	 	in stock	0.34 lb	Pur Cosmetics	951101110	new	Pur Category > Skincare > Cleansers,Pur Category > Makeup > Shop All,Pur Category > Skincare > Shop All	 	 	FALSE	 	847137008307	847137008307	951101110
951331010	 	Mineral Glow	Perfect A Golden GlowMineral Glow’s micronized mineral powder has rich, golden undertones to add a sun-kissed contour to your complexion. A staple for PÜR aficionados, use it as a quick fix bronzer for an all-year healthy glow.	https://www.purcosmetics.com/mineral-glow?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/m/i/mineral-glow-bronzer-open.jpg	https://www.purcosmetics.com/media/catalog/product/m/i/mineral-glow-bronzer-closed.jpg,https://www.purcosmetics.com/media/catalog/product/m/i/mineral-glow-bronzer-swatch.jpg	25.00 USD	20.00 USD	2018-07-24T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951331010	new	Pur Category > Makeup > Cheeks > Bronzer & Contour,Pur Category > Makeup > Shop All,Pur Category > Sale	 	 	FALSE	 	878147000678	878147000678	951331010
951113110	 	Miracle Mist Hydrating Spray	70 Good Reasons Miracle Mist hydrating face spray instantly moisturizes dry, tired and stressed skin with more than 70 essential vitamins, minerals, antioxidants and amino acids. A favorite among professional makeup artists, this super-hydrating skin quencher also works as a setting spray and helps set mineral makeup for long-lasting perfection.	https://www.purcosmetics.com/miracle-mist-8oz?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/m/i/miracle-mist-cap-on.jpg	 	19.00 USD	15.00 USD	 	out of stock	0.75 lb	Pur Cosmetics	951113110	new	Pur Category > Sale,Pur Category	 	 	FALSE	 	847137008284	847137008284	951113110
11540	 	Perfect Fit Eye Shadow Trio	Explore your beauty's innermost depths with shades that capture the many sides of you. Expertly chosen by master makeup artists, these dazzling trios express a broad range of moods and emotions. With built-in firming ingredients and light-diffusing mineral spheres, each shade helps create a velvety smooth, crease-free finish.	https://www.purcosmetics.com/perfect-fit-eye-shadow-trio?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-jet-setter-1000x1000_1.jpg	https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-ladyluck_1.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-jetsetter.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-matchmaker.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-classicbeauty.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-freespirit.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-rebel.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-rockgoddess.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-bohemianbombshell_1.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-littlemissperfect_1.jpg,https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-trio-wildchild.jpg	26.00 USD	7.00 USD	2017-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.06 lb	Pur Cosmetics	11540	new	Pur Category > Makeup > Eyes,Pur Category	 	 	FALSE	 	 	 	11540
951390010	11540	Perfect Fit Eye Shadow Trio in Bohemian Bombshell	Explore your beauty's innermost depths with shades that capture the many sides of you. Expertly chosen by master makeup artists, these dazzling palettes express a broad range of moods and emotions. And with built-in firming ingredients and light-diffusing mineral spheres, each shade helps create a velvety smooth, line-free finish - even after the color comes off!	https://www.purcosmetics.com/perfect-fit-eye-shadow-trio?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-bohemian-bombshell-1000x1000.jpg	 	26.00 USD	7.00 USD	2017-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.06 lb	Pur Cosmetics	951390010	new	Pur Category > Makeup > Eyes,Pur Category	 	 	FALSE	 	847137003814	847137003814	951390010
951390030	11540	Perfect Fit Eye Shadow Trio in Rock Goddess	Explore your beauty's innermost depths with shades that capture the many sides of you. Expertly chosen by master makeup artists, these dazzling palettes express a broad range of moods and emotions. And with built-in firming ingredients and light-diffusing mineral spheres, each shade helps create a velvety smooth, line-free finish - even after the color comes off!	https://www.purcosmetics.com/perfect-fit-eye-shadow-trio?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-rock-goddess-1000x1000.jpg	https://www.purcosmetics.com/media/catalog/product/s/a/sale_perfect-fit-trio_rock-goddess_hover.jpg	26.00 USD	7.00 USD	2017-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.06 lb	Pur Cosmetics	951390030	new	Pur Category > Makeup > Eyes,Pur Category	 	 	FALSE	 	847137003838	847137003838	951390030
951390040	11540	Perfect Fit Eye Shadow Trio in Rebel	Explore your beauty's innermost depths with shades that capture the many sides of you. Expertly chosen by master makeup artists, these dazzling palettes express a broad range of moods and emotions. And with built-in firming ingredients and light-diffusing mineral spheres, each shade helps create a velvety smooth, line-free finish - even after the color comes off!	https://www.purcosmetics.com/perfect-fit-eye-shadow-trio?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-rebel-1000x1000.jpg	 	26.00 USD	7.00 USD	2017-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.06 lb	Pur Cosmetics	951390040	new	Pur Category > Makeup > Eyes,Pur Category	 	 	FALSE	 	847137003845	847137003845	951390040
951390050	11540	Perfect Fit Eye Shadow Trio in Free Spirit	Explore your beauty's innermost depths with shades that capture the many sides of you. Expertly chosen by master makeup artists, these dazzling palettes express a broad range of moods and emotions. And with built-in firming ingredients and light-diffusing mineral spheres, each shade helps create a velvety smooth, line-free finish - even after the color comes off!	https://www.purcosmetics.com/perfect-fit-eye-shadow-trio?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/p/e/perfect-fit-eye-shadow-free-spirit-1000x1000.jpg	https://www.purcosmetics.com/media/catalog/product/s/a/sale_perfect-fit-trio_freespirit_hover.jpg	26.00 USD	7.00 USD	2017-09-28T00:00:00-04:00/2020-03-05T23:59:59-05:00	in stock	0.06 lb	Pur Cosmetics	951390050	new	Pur Category > Makeup > Eyes,Pur Category	 	 	FALSE	 	847137003852	847137003852	951390050
